"","loan_amount","interest_rate","term","grade","state","annual_income","homeownership","debt_to_income"
"9150",10000,7.97,60,"A","FL",34000,"RENT",27.89
"9151",30000,14.07,60,"C","CA",80000,"RENT",25.98
"9152",16000,5.32,36,"A","FL",130000,"MORTGAGE",18.89
"9153",28000,17.09,36,"D","OR",65000,"MORTGAGE",27.44
"9154",20000,7.34,36,"A","NJ",90000,"RENT",13.56
"9155",12000,17.09,60,"D","VA",21444,"MORTGAGE",14.38
"9156",25000,12.62,60,"C","NJ",81000,"MORTGAGE",7.3
"9157",28000,28.72,60,"F","MA",115000,"MORTGAGE",15.34
"9158",12000,14.08,36,"C","OH",50000,"OWN",29.26
"9159",16550,7.35,36,"A","WV",90000,"MORTGAGE",16.11
"9160",17600,24.84,60,"E","AL",35000,"MORTGAGE",40.12
"9161",24000,25.82,60,"E","CA",35000,"RENT",14.2
"9162",5300,9.43,36,"B","MD",67760,"RENT",30.69
"9163",10000,15.05,60,"C","NE",31280.04,"OWN",1.84
"9164",11000,9.92,36,"B","ID",33000,"MORTGAGE",33.71
"9165",7500,10.42,36,"B","TN",54000,"MORTGAGE",13
"9166",15000,6.72,36,"A","MA",123000,"MORTGAGE",15.59
"9167",26275,9.92,36,"B","AZ",52000,"MORTGAGE",14.54
"9168",12000,12.62,36,"C","NC",24720,"OWN",18.69
"9169",16000,19.42,60,"D","TX",80000,"MORTGAGE",24.09
"9170",10000,10.91,36,"B","NV",46000,"RENT",19.36
"9171",20000,18.45,60,"D","MO",60000,"OWN",19.28
"9172",24000,9.44,36,"B","WA",73000,"MORTGAGE",16.99
"9173",18000,5.31,36,"A","VA",60000,"MORTGAGE",24.04
"9174",10000,7.34,36,"A","IL",33000,"MORTGAGE",4.69
"9175",13500,29.69,60,"F","CA",28000,"MORTGAGE",15.55
"9176",1000,16.02,36,"C","OH",65000,"RENT",16.77
"9177",19000,6.72,36,"A","CA",92000,"MORTGAGE",15.3
"9178",35000,25.81,60,"E","WI",144000,"MORTGAGE",22.37
"9179",11200,5.32,36,"A","CA",65700,"RENT",14.14
"9180",28000,20.39,60,"D","WV",58000,"MORTGAGE",25.37
"9181",10000,19.42,36,"D","FL",55000,"MORTGAGE",15.84
"9182",35000,13.59,36,"C","MN",190000,"OWN",25.61
"9183",26000,10.91,36,"B","UT",105000,"MORTGAGE",24.03
"9184",8000,6.71,36,"A","AL",25000,"MORTGAGE",18.28
"9185",15000,7.34,36,"A","PA",61000,"MORTGAGE",20.89
"9186",16000,7.96,60,"A","OH",150000,"MORTGAGE",9.02
"9187",15000,5.31,36,"A","NJ",240000,"MORTGAGE",19.53
"9188",6000,6.72,36,"A","NY",46000,"MORTGAGE",34.02
"9189",15000,6.08,36,"A","FL",40000,"OWN",5.52
"9190",10000,18.45,60,"D","NV",49500,"MORTGAGE",23.04
"9191",15000,13.59,60,"C","MD",125000,"MORTGAGE",6.09
"9192",20000,10.42,36,"B","OK",90000,"MORTGAGE",15.37
"9193",16000,9.44,60,"B","CA",165000,"MORTGAGE",15.67
"9194",15000,9.93,36,"B","TX",60000,"MORTGAGE",37.12
"9195",6300,7.34,36,"A","CA",40000,"RENT",25.23
"9196",32000,17.09,36,"D","IN",50000,"MORTGAGE",52.78
"9197",30000,9.43,60,"B","CA",76500,"MORTGAGE",24.82
"9198",11000,7.97,36,"A","FL",48000,"RENT",24.76
"9199",20000,6.08,36,"A","CO",144000,"MORTGAGE",13.45
"9200",2500,10.41,36,"B","CA",40000,"RENT",0.45
"9201",18000,17.09,60,"D","MI",30000,"MORTGAGE",56.56
"9202",3500,10.42,36,"B","FL",206000,"MORTGAGE",13.79
"9203",15000,10.9,36,"B","TX",70000,"MORTGAGE",16.78
"9204",38000,7.34,60,"A","WI",88300,"MORTGAGE",7.37
"9205",31200,9.93,60,"B","CA",3e+05,"MORTGAGE",3.66
"9206",28000,16.02,60,"C","MI",80000,"MORTGAGE",5.24
"9207",14000,9.92,36,"B","AZ",220000,"MORTGAGE",10.72
"9208",7200,11.98,36,"B","NY",60000,"MORTGAGE",11.96
"9209",40000,6.08,36,"A","NY",155000,"MORTGAGE",15.01
"9210",22000,5.32,36,"A","MA",69467,"RENT",17.71
"9211",36000,9.93,60,"B","OK",78000,"MORTGAGE",22.09
"9212",30000,13.59,60,"C","MA",120000,"MORTGAGE",27.51
"9213",20000,9.44,36,"B","FL",36000,"RENT",31.94
"9214",8000,10.91,36,"B","NC",64000,"RENT",15.46
"9215",15850,9.93,60,"B","NM",41000,"OWN",25.79
"9216",16000,21.85,60,"D","CA",128000,"RENT",15.84
"9217",13425,21.85,36,"D","FL",120000,"MORTGAGE",40.7
"9218",14000,10.91,36,"B","MN",70000,"RENT",9.87
"9219",32000,13.59,60,"C","OH",151000,"RENT",0.97
"9220",20000,12.61,36,"C","KS",130000,"OWN",10.34
"9221",20000,12.62,60,"C","MA",185000,"MORTGAGE",19.87
"9222",3000,16.02,36,"C","CT",115000,"OWN",16.86
"9223",5000,10.42,36,"B","NV",45000,"RENT",13.33
"9224",4800,20,36,"D","CT",65000,"RENT",11.72
"9225",7225,13.58,36,"C","MA",38000,"RENT",19.46
"9226",15000,12.61,60,"C","IL",30000,"RENT",2.74
"9227",10000,6.08,36,"A","FL",75000,"RENT",7.95
"9228",2400,13.58,36,"C","CA",110000,"MORTGAGE",26.07
"9229",8000,7.96,36,"A","AR",1e+05,"OWN",29.59
"9230",20000,11.99,36,"B","AK",85000,"MORTGAGE",20.19
"9231",8000,16.01,36,"C","AZ",55944,"RENT",27.95
"9232",24000,6.72,36,"A","TX",192000,"MORTGAGE",11.11
"9233",16000,17.09,60,"D","OH",90000,"RENT",16.01
"9234",30000,14.08,60,"C","CA",1e+05,"RENT",5.89
"9235",20000,7.34,60,"A","KY",54000,"MORTGAGE",19.84
"9236",4900,7.97,36,"A","PA",34000,"OWN",33.82
"9237",9000,6.72,36,"A","OK",58000,"RENT",19.34
"9238",21000,15.04,36,"C","OH",72000,"RENT",13.98
"9239",5625,7.96,36,"A","AZ",15000,"OWN",36.88
"9240",10000,6.08,36,"A","MI",95000,"RENT",20.93
"9241",5000,6.08,36,"A","IN",90000,"MORTGAGE",19.55
"9242",22875,18.45,36,"D","MN",67500,"MORTGAGE",28.39
"9243",20000,7.97,36,"A","TX",80000,"OWN",17.73
"9244",24000,9.44,60,"B","OH",118000,"RENT",6.7
"9245",21125,13.58,36,"C","CA",220000,"RENT",19.42
"9246",10000,10.42,60,"B","RI",43600,"MORTGAGE",44.15
"9247",6000,7.35,36,"A","NY",20000,"RENT",37.45
"9248",10000,10.91,36,"B","NC",64000,"MORTGAGE",12.45
"9249",24000,7.97,36,"A","PA",59000,"OWN",37.92
"9250",25000,10.41,36,"B","TX",150000,"OWN",17.83
"9251",15000,21.45,36,"D","CA",55000,"RENT",36.9
"9252",15000,5.32,36,"A","CA",120000,"RENT",8.55
"9253",14000,15.05,60,"C","IL",80000,"MORTGAGE",30.89
"9254",13200,18.45,60,"D","TX",61000,"RENT",2.32
"9255",35000,12.61,36,"C","WA",112000,"RENT",11.2
"9256",20000,21.45,60,"D","MD",90000,"MORTGAGE",13.42
"9257",12000,9.44,60,"B","TN",55000,"OWN",24.09
"9258",18000,6.07,36,"A","CA",225000,"MORTGAGE",17.08
"9259",11500,16.02,36,"C","LA",94000,"MORTGAGE",3.47
"9260",6000,7.34,36,"A","CT",70000,"RENT",19.41
"9261",28000,7.96,60,"A","NV",130000,"MORTGAGE",16.05
"9262",21675,13.58,60,"C","CO",59000,"MORTGAGE",24.41
"9263",5000,9.93,36,"B","TX",70000,"OWN",29.38
"9264",13000,13.59,36,"C","MD",63000,"RENT",0.95
"9265",8800,10.41,36,"B","TX",50000,"RENT",29.16
"9266",10000,10.41,36,"B","LA",80000,"MORTGAGE",25.68
"9267",30000,21.85,36,"D","CA",1e+05,"RENT",15.66
"9268",24000,9.93,36,"B","MN",160000,"MORTGAGE",8.74
"9269",7200,11.98,36,"B","VA",23000,"RENT",34.19
"9270",6000,9.44,36,"B","GA",40000,"RENT",13.2
"9271",2000,6.08,36,"A","TX",90000,"RENT",3.1
"9272",20000,7.35,36,"A","OR",120000,"OWN",7.28
"9273",2000,17.09,36,"D","WA",76892,"MORTGAGE",30.67
"9274",6000,19.03,36,"D","CA",0,"RENT",NA
"9275",10000,15.05,36,"C","CA",130000,"RENT",12.83
"9276",4000,10.42,36,"B","NY",62000,"RENT",11.92
"9277",6000,7.96,36,"A","CA",1e+05,"RENT",8.01
"9278",30000,15.05,36,"C","OR",72000,"MORTGAGE",18.41
"9279",40000,7.97,36,"A","CO",160000,"MORTGAGE",8.78
"9280",9000,13.58,36,"C","MN",46000,"OWN",15.4
"9281",9000,9.43,36,"B","TX",60000,"RENT",9.06
"9282",4200,19.03,36,"D","OK",46500,"RENT",10.68
"9283",7000,9.44,36,"B","NC",42000,"OWN",36.31
"9284",6000,11.99,36,"B","MN",40000,"RENT",12.54
"9285",6700,10.41,36,"B","IN",76000,"MORTGAGE",11.26
"9286",1000,9.92,36,"B","FL",13000,"RENT",31.12
"9287",15000,7.97,36,"A","LA",26000,"RENT",15.24
"9288",18000,9.43,36,"B","MN",50000,"OWN",28.66
"9289",4000,6.72,36,"A","GA",48000,"RENT",3.35
"9290",10000,15.04,36,"C","NY",32000,"RENT",7.24
"9291",12000,9.44,36,"B","MS",65000,"MORTGAGE",14.97
"9292",16800,10.91,36,"B","GA",75000,"MORTGAGE",20.46
"9293",15000,16.01,36,"C","FL",53000,"RENT",32.4
"9294",23525,10.41,36,"B","PA",58000,"MORTGAGE",38.46
"9295",30025,16.01,36,"C","CO",62400,"RENT",35.35
"9296",29175,16.02,60,"C","WA",290000,"MORTGAGE",19.34
"9297",4725,14.08,36,"C","NJ",60000,"MORTGAGE",31.74
"9298",10000,20,36,"D","PA",16000,"RENT",58.06
"9299",7200,7.34,36,"A","MD",44000,"RENT",20.59
"9300",5000,7.97,36,"A","TX",68000,"MORTGAGE",13.08
"9301",40000,6.08,36,"A","AZ",125000,"MORTGAGE",21.82
"9302",24000,9.43,36,"B","CA",115000,"OWN",16.33
"9303",20000,11.99,60,"B","CO",71500,"RENT",31.79
"9304",25000,15.05,60,"C","WI",84000,"MORTGAGE",17.04
"9305",25000,11.99,60,"B","FL",96500,"RENT",10.87
"9306",15000,20,36,"D","OH",28000,"MORTGAGE",33.82
"9307",16000,7.35,36,"A","MD",75000,"OWN",24.42
"9308",20000,9.43,36,"B","RI",39400,"MORTGAGE",10.87
"9309",15000,11.99,36,"B","AL",40296,"MORTGAGE",28.23
"9310",7500,18.45,36,"D","LA",32344,"MORTGAGE",25.38
"9311",3000,15.05,36,"C","OK",45000,"OWN",37.57
"9312",2500,9.43,36,"B","CA",70000,"MORTGAGE",9.51
"9313",10000,9.93,36,"B","MA",58000,"RENT",10.28
"9314",15600,13.59,60,"C","PA",66000,"RENT",20.75
"9315",8000,5.32,36,"A","MS",80000,"MORTGAGE",18.68
"9316",10000,16.02,36,"C","FL",58000,"RENT",10.01
"9317",8000,10.41,36,"B","MO",38000,"RENT",33.39
"9318",10000,10.42,36,"B","OR",54000,"RENT",8.4
"9319",24000,12.62,60,"C","OR",19000,"MORTGAGE",209.1
"9320",10800,7.35,36,"A","PA",42000,"OWN",24.54
"9321",18000,9.93,36,"B","FL",35000,"MORTGAGE",53.94
"9322",14400,11.99,36,"B","TX",72000,"MORTGAGE",24.57
"9323",16800,13.58,60,"C","TX",45000,"MORTGAGE",24.69
"9324",10000,5.31,36,"A","IN",60000,"MORTGAGE",11.7
"9325",12000,11.99,60,"B","TX",60000,"RENT",23.86
"9326",6000,25.82,36,"E","IL",18375,"RENT",23.61
"9327",16000,11.98,60,"B","VA",105000,"RENT",13.77
"9328",15000,5.31,36,"A","PA",90000,"MORTGAGE",27.48
"9329",16000,15.05,36,"C","IL",40000,"RENT",31.62
"9330",28000,10.42,60,"B","WA",109600,"MORTGAGE",25.49
"9331",30000,9.92,60,"B","TN",121000,"MORTGAGE",16.08
"9332",40000,10.42,60,"B","VA",118000,"RENT",18.95
"9333",15000,12.62,36,"C","WA",37000,"RENT",29.52
"9334",25000,6.71,36,"A","CA",58240,"OWN",12.8
"9335",7200,10.91,36,"B","AL",71000,"MORTGAGE",25.56
"9336",16800,11.99,60,"B","CA",93500,"RENT",15.92
"9337",8000,19.03,36,"D","ME",45000,"MORTGAGE",28.84
"9338",8000,13.59,36,"C","NY",70000,"RENT",31.17
"9339",2000,6.71,36,"A","CT",65000,"MORTGAGE",13.05
"9340",6025,16.01,36,"C","MA",29000,"RENT",30.53
"9341",10000,15.05,60,"C","NY",51000,"MORTGAGE",9.83
"9342",30000,23.88,60,"E","HI",75000,"RENT",19.14
"9343",10000,12.61,36,"C","CA",75000,"MORTGAGE",10.9
"9344",2400,22.9,36,"E","LA",28000,"RENT",16.89
"9345",32000,12.62,36,"C","CA",140000,"RENT",11.41
"9346",16000,18.45,60,"D","WA",40000,"RENT",23.25
"9347",40000,12.62,36,"C","TX",50000,"MORTGAGE",76.5
"9348",1500,11.99,36,"B","OH",17500,"MORTGAGE",15.98
"9349",1000,18.06,36,"D","TN",126000,"MORTGAGE",9.96
"9350",26000,6.72,36,"A","NC",86110,"MORTGAGE",16.25
"9351",15000,17.47,36,"D","TX",70000,"RENT",7.89
"9352",10000,6.08,36,"A","AZ",47000,"MORTGAGE",7.58
"9353",23200,16.02,60,"C","NY",96000,"RENT",1
"9354",38225,6.07,36,"A","TX",154000,"MORTGAGE",10.18
"9355",7500,10.42,36,"B","NC",56000,"RENT",23.36
"9356",35000,20,60,"D","NJ",142000,"RENT",16.1
"9357",11200,5.32,36,"A","FL",129000,"MORTGAGE",31.64
"9358",12000,20,60,"D","FL",90000,"RENT",10.33
"9359",13000,9.93,36,"B","AZ",55000,"MORTGAGE",10.23
"9360",5000,21.45,36,"D","OK",90000,"RENT",4.55
"9361",33875,11.99,36,"B","MN",65000,"OWN",34.53
"9362",10000,14.07,60,"C","ID",72000,"MORTGAGE",7.28
"9363",4000,12.61,36,"C","NY",91000,"RENT",7.7
"9364",7000,10.9,36,"B","NJ",85410,"MORTGAGE",28.62
"9365",40000,10.91,36,"B","FL",120000,"MORTGAGE",14.55
"9366",15800,11.98,60,"B","TX",145000,"MORTGAGE",11.64
"9367",30000,20,60,"D","OH",420000,"MORTGAGE",16.94
"9368",18000,21.45,36,"D","CA",60000,"MORTGAGE",14.88
"9369",6000,5.31,36,"A","NY",55000,"MORTGAGE",5.85
"9370",8000,20,36,"D","FL",40000,"MORTGAGE",1.56
"9371",12000,9.43,36,"B","TN",90000,"MORTGAGE",27.79
"9372",15000,14.08,60,"C","NC",42000,"RENT",18.26
"9373",3000,5.31,36,"A","MI",85000,"OWN",12.44
"9374",7400,11.99,36,"B","NY",78000,"RENT",20.66
"9375",12000,9.92,36,"B","NY",139000,"MORTGAGE",13.5
"9376",25000,7.96,36,"A","MN",65000,"MORTGAGE",35.03
"9377",32000,6.72,36,"A","TX",1e+05,"MORTGAGE",4.31
"9378",6300,14.07,36,"C","FL",65000,"RENT",33.05
"9379",25000,20.39,60,"D","NJ",129000,"RENT",12.24
"9380",3000,5.31,36,"A","CA",60000,"RENT",22.33
"9381",10000,6.08,36,"A","TX",76000,"MORTGAGE",3.28
"9382",6000,12.61,36,"C","OH",75500,"MORTGAGE",19.3
"9383",11000,9.93,36,"B","FL",36800,"RENT",26.55
"9384",18500,6.08,36,"A","NC",42000,"MORTGAGE",20.66
"9385",30000,9.44,36,"B","NY",150000,"MORTGAGE",12.51
"9386",24000,7.97,36,"A","IL",45000,"MORTGAGE",23.28
"9387",5000,10.91,36,"B","IL",70000,"OWN",20.91
"9388",15000,13.58,36,"C","MI",57000,"MORTGAGE",13.35
"9389",16800,20,60,"D","LA",187500,"MORTGAGE",11.07
"9390",18000,7.97,36,"A","CA",130000,"MORTGAGE",8.83
"9391",5000,9.44,36,"B","CO",57000,"RENT",27.03
"9392",12500,6.72,36,"A","FL",90000,"RENT",7.49
"9393",3300,7.35,36,"A","NJ",19250,"OWN",27.37
"9394",8000,6.08,36,"A","PA",56000,"OWN",12.47
"9395",7000,21.45,36,"D","IL",40000,"MORTGAGE",38.01
"9396",16000,13.59,36,"C","CA",24000,"RENT",25
"9397",18000,9.92,60,"B","NY",130000,"MORTGAGE",5.08
"9398",28550,9.93,36,"B","TX",190000,"MORTGAGE",26.5
"9399",10000,16.02,36,"C","CA",52000,"OWN",22.5
"9400",4000,14.07,36,"C","NY",34000,"RENT",20.23
"9401",17000,16.01,60,"C","FL",101000,"RENT",16.96
"9402",18000,10.91,36,"B","MI",112000,"MORTGAGE",14.09
"9403",37000,5.32,36,"A","TX",24402,"RENT",47.11
"9404",6400,6.72,36,"A","VA",60000,"MORTGAGE",10.44
"9405",12000,21.45,60,"D","AZ",26000,"RENT",22.76
"9406",15000,7.96,36,"A","CA",50000,"RENT",8.16
"9407",30000,10.42,60,"B","NJ",2e+05,"RENT",3.96
"9408",7000,19.03,36,"D","NC",40000,"RENT",31.02
"9409",40000,17.09,60,"D","TX",36000,"OWN",46.83
"9410",32000,18.06,60,"D","NY",62000,"RENT",17.34
"9411",10000,10.9,36,"B","CA",54600,"MORTGAGE",9.85
"9412",13600,16.02,60,"C","CA",88000,"MORTGAGE",20.95
"9413",8000,7.35,36,"A","FL",73000,"MORTGAGE",20.66
"9414",40000,7.35,60,"A","PA",125000,"MORTGAGE",17.87
"9415",12000,19.03,36,"D","MS",68000,"MORTGAGE",15.39
"9416",20000,14.08,36,"C","OK",61400.91,"OWN",28.62
"9417",28000,15.04,60,"C","AZ",125000,"MORTGAGE",24.09
"9418",12000,14.08,36,"C","MI",140000,"MORTGAGE",12.58
"9419",13150,14.08,36,"C","CA",28000,"RENT",31.5
"9420",5000,12.61,36,"C","MI",25800,"OWN",22
"9421",5000,15.04,36,"C","NC",60000,"OWN",35.58
"9422",18000,7.35,60,"A","AZ",40000,"MORTGAGE",23.64
"9423",12000,12.61,36,"C","TX",52000,"MORTGAGE",17.33
"9424",14000,7.96,36,"A","CA",20000,"MORTGAGE",33.31
"9425",35000,12.61,36,"C","CT",108000,"MORTGAGE",15.1
"9426",10000,13.59,60,"C","CA",46000,"OWN",28.91
"9427",34800,14.08,36,"C","GA",120000,"MORTGAGE",11.96
"9428",15350,9.44,60,"B","TX",68520,"OWN",30.16
"9429",10000,13.58,60,"C","TX",45000,"MORTGAGE",30.13
"9430",25000,12.61,60,"C","NE",60000,"MORTGAGE",25.06
"9431",16800,5.32,36,"A","CA",60000,"RENT",12.5
"9432",16000,16.02,60,"C","WI",78000,"MORTGAGE",21.43
"9433",30000,17.09,36,"D","CA",190000,"RENT",11.19
"9434",24000,7.35,60,"A","MO",250000,"MORTGAGE",1.44
"9435",21000,9.92,60,"B","FL",125000,"MORTGAGE",14.23
"9436",18000,9.93,36,"B","FL",1e+05,"MORTGAGE",17.28
"9437",26400,9.92,60,"B","CA",1e+05,"RENT",8.44
"9438",5000,9.44,36,"B","NJ",34320,"OWN",3.81
"9439",12000,9.44,60,"B","NJ",110000,"MORTGAGE",3.17
"9440",35000,20,60,"D","NV",63477.84,"RENT",22.08
"9441",30000,17.09,36,"D","FL",84000,"OWN",28.97
"9442",28000,12.61,60,"C","CA",58000,"OWN",8.96
"9443",15000,20,36,"D","NV",225000,"MORTGAGE",7.02
"9444",14400,16.02,60,"C","MO",30720,"MORTGAGE",27.77
"9445",28675,10.9,36,"B","CT",140000,"OWN",23.01
"9446",5000,15.04,36,"C","IL",26000,"OWN",27.05
"9447",10000,10.42,36,"B","CA",155000,"MORTGAGE",31.94
"9448",15000,6.08,36,"A","WI",59054,"MORTGAGE",24.2
"9449",10000,12.62,60,"C","PA",32340,"OWN",37.63
"9450",25000,10.9,60,"B","AZ",45000,"OWN",8.13
"9451",18000,13.59,36,"C","WA",60000,"RENT",18.8
"9452",15000,11.99,60,"B","AR",80000,"MORTGAGE",23.24
"9453",29825,19.42,60,"D","PA",65000,"MORTGAGE",38.95
"9454",12000,16.01,36,"C","MN",27354,"RENT",24.35
"9455",6000,10.41,36,"B","VA",65000,"RENT",29.38
"9456",6800,7.97,36,"A","CA",25000,"RENT",13.2
"9457",6000,10.42,36,"B","AZ",57000,"MORTGAGE",31.18
"9458",6000,11.98,36,"B","VA",53000,"OWN",24.95
"9459",10000,10.42,36,"B","TX",36000,"RENT",29.6
"9460",18000,12.61,60,"C","NV",34000,"RENT",37.95
"9461",25000,26.3,60,"E","NY",77000,"RENT",20.68
"9462",13000,7.97,36,"A","RI",78816,"RENT",17.57
"9463",20000,7.97,36,"A","FL",85000,"OWN",15.37
"9464",15000,9.93,36,"B","PA",56000,"OWN",26.85
"9465",10000,10.9,36,"B","CT",48000,"MORTGAGE",23.75
"9466",2000,9.93,36,"B","AZ",55000,"MORTGAGE",39.8
"9467",5000,11.98,36,"B","FL",25000,"OWN",36.87
"9468",24000,18.45,60,"D","CA",38400,"MORTGAGE",5.78
"9469",25000,9.93,36,"B","TX",81000,"MORTGAGE",19.73
"9470",7500,5.32,36,"A","NM",80000,"RENT",17.32
"9471",35000,6.08,36,"A","PA",140000,"MORTGAGE",7.75
"9472",40000,9.93,60,"B","WA",79043,"MORTGAGE",42.5
"9473",35000,28.72,60,"F","TX",130000,"RENT",29.31
"9474",19200,9.43,36,"B","CA",240000,"MORTGAGE",26.39
"9475",30000,14.08,60,"C","NY",105000,"RENT",18.89
"9476",35000,13.59,36,"C","NY",55000,"RENT",15.93
"9477",32000,13.59,60,"C","NC",110000,"RENT",22.05
"9478",8000,11.99,36,"B","TX",45000,"RENT",19.89
"9479",4000,7.35,36,"A","CA",137000,"RENT",1.96
"9480",16000,6.72,36,"A","TN",86000,"MORTGAGE",20.36
"9481",10000,9.44,36,"B","IN",38400,"OWN",6.53
"9482",4000,10.42,36,"B","CA",48000,"RENT",14.58
"9483",32500,11.99,36,"B","NY",52764,"OWN",39.05
"9484",21000,10.42,60,"B","NJ",75000,"MORTGAGE",25.18
"9485",16000,10.91,60,"B","VA",27840,"MORTGAGE",44.53
"9486",10400,9.43,36,"B","MA",20712,"RENT",31.72
"9487",28000,7.96,36,"A","PA",177000,"MORTGAGE",20.95
"9488",10800,20.39,60,"D","FL",85000,"RENT",16.96
"9489",7200,6.72,36,"A","CA",95000,"MORTGAGE",16.84
"9490",10000,17.47,36,"D","FL",37770,"OWN",1.84
"9491",12000,7.97,36,"A","VT",65000,"MORTGAGE",29.55
"9492",31675,6.71,36,"A","LA",13390,"RENT",80.18
"9493",20000,9.93,60,"B","MN",55000,"OWN",24.63
"9494",12000,12.61,60,"C","VA",30000,"OWN",35.77
"9495",10000,12.61,36,"C","CA",46556,"RENT",4.8
"9496",15000,11.99,60,"B","TX",56000,"MORTGAGE",21.15
"9497",10000,10.41,36,"B","MA",30000,"RENT",25.92
"9498",8000,7.97,36,"A","NJ",50000,"MORTGAGE",13.61
"9499",27650,10.42,60,"B","NY",110000,"MORTGAGE",28.21
"9500",35000,14.08,60,"C","NY",185000,"MORTGAGE",6.2
"9501",4500,13.59,36,"C","CA",45000,"RENT",12.24
"9502",8000,22.91,36,"E","TX",80000,"MORTGAGE",27.56
"9503",8000,6.72,36,"A","NC",39000,"MORTGAGE",9.29
"9504",5000,18.06,36,"D","IL",35000,"MORTGAGE",7.51
"9505",40000,12.61,60,"C","MI",120000,"RENT",17.02
"9506",10000,22.9,60,"E","FL",36000,"RENT",17.3
"9507",8000,14.08,36,"C","MN",90000,"RENT",14.88
"9508",21000,20,36,"D","NY",85000,"RENT",4.31
"9509",30000,18.06,36,"D","UT",71000,"MORTGAGE",19.99
"9510",4800,16.01,36,"C","CA",75000,"MORTGAGE",42.99
"9511",12000,25.82,60,"E","AR",52000,"RENT",7.15
"9512",19225,12.62,36,"C","WA",60000,"MORTGAGE",35.2
"9513",16000,15.05,60,"C","SC",45000,"MORTGAGE",23.76
"9514",10000,19.42,60,"D","KY",59991,"MORTGAGE",12.92
"9515",5125,18.06,36,"D","VA",94000,"RENT",37.55
"9516",35000,17.09,60,"D","OR",70000,"OWN",17.83
"9517",5000,6.72,36,"A","WI",66000,"MORTGAGE",38.73
"9518",16500,15.04,36,"C","IL",79992,"OWN",16.56
"9519",40000,6.71,36,"A","OR",135000,"MORTGAGE",15.95
"9520",36975,10.9,36,"B","ID",41000,"RENT",47.16
"9521",1450,19.03,36,"D","NY",27500,"RENT",11.26
"9522",5500,11.98,36,"B","FL",85000,"OWN",24.5
"9523",17300,11.99,60,"B","PA",45930,"MORTGAGE",31.25
"9524",6025,12.61,36,"C","MA",26000,"RENT",6.56
"9525",40000,7.35,60,"A","TX",205000,"MORTGAGE",7.03
"9526",4000,7.96,36,"A","WV",85000,"MORTGAGE",34.41
"9527",21000,9.92,36,"B","MI",70000,"RENT",23.5
"9528",23000,12.61,60,"C","OH",65000,"MORTGAGE",35.91
"9529",18000,12.61,60,"C","MI",93500,"MORTGAGE",28.98
"9530",30000,18.06,36,"D","GA",120000,"MORTGAGE",26.13
"9531",6000,9.92,36,"B","CA",60000,"RENT",21.46
"9532",25000,10.41,60,"B","MO",125000,"MORTGAGE",4.31
"9533",15000,6.08,36,"A","NJ",1e+05,"MORTGAGE",22.93
"9534",10000,13.58,60,"C","NE",42500,"RENT",16.83
"9535",7000,10.42,36,"B","GA",50000,"RENT",26.64
"9536",10000,10.9,36,"B","TX",55000,"RENT",16.17
"9537",2000,6.07,36,"A","OR",50000,"RENT",13.18
"9538",15000,10.41,36,"B","CA",101000,"MORTGAGE",14.4
"9539",30000,20,36,"D","CA",101400,"OWN",12.16
"9540",20800,6.08,36,"A","MI",150000,"MORTGAGE",15.47
"9541",40000,10.42,60,"B","TX",99000,"MORTGAGE",56.82
"9542",7000,7.96,36,"A","NY",72800,"RENT",7.78
"9543",5750,20.39,36,"D","MD",7200,"OWN",0
"9544",20000,16.02,36,"C","AL",58000,"MORTGAGE",25.37
"9545",10000,10.42,36,"B","CA",44000,"MORTGAGE",10.52
"9546",30000,15.04,36,"C","CA",120000,"MORTGAGE",14.41
"9547",30000,19.42,60,"D","CT",97000,"MORTGAGE",7.45
"9548",18000,7.96,36,"A","FL",35000,"MORTGAGE",58.06
"9549",40000,13.58,60,"C","OK",52000,"RENT",3.34
"9550",30000,9.43,36,"B","MI",62400,"OWN",9.5
"9551",25600,16.01,36,"C","WA",63000,"RENT",18.18
"9552",32000,9.92,36,"B","FL",96000,"RENT",24.24
"9553",10000,11.98,60,"B","TX",30000,"MORTGAGE",34.28
"9554",40000,9.43,36,"B","TX",130000,"MORTGAGE",19.44
"9555",10000,12.62,60,"C","MD",80000,"MORTGAGE",8.69
"9556",29150,11.99,36,"B","TX",1e+05,"MORTGAGE",23.92
"9557",10000,6.07,36,"A","FL",83000,"MORTGAGE",20.42
"9558",30000,16.02,36,"C","CA",72000,"MORTGAGE",41.33
"9559",15000,12.62,60,"C","NV",55000,"MORTGAGE",35.99
"9560",16000,9.92,36,"B","TX",133000,"MORTGAGE",11.76
"9561",4400,18.45,36,"D","IL",58000,"RENT",5.43
"9562",35000,20.39,60,"D","NY",160000,"MORTGAGE",16.11
"9563",4900,21.45,36,"D","OH",40000,"RENT",24.75
"9564",10000,6.72,36,"A","PA",65000,"MORTGAGE",12.08
"9565",10000,9.92,60,"B","CA",40000,"RENT",2.46
"9566",30000,5.32,36,"A","FL",140000,"MORTGAGE",10.49
"9567",20000,11.99,36,"B","NY",21900,"RENT",7.93
"9568",28000,12.61,60,"C","NY",60000,"MORTGAGE",32.04
"9569",19200,14.07,36,"C","PA",134000,"OWN",23.51
"9570",10000,5.32,36,"A","OR",36000,"OWN",8.87
"9571",35000,6.08,36,"A","CO",97000,"MORTGAGE",24.32
